Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Holstein,8,Male,650,Coughing,Loss of Appetite,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.5°C,80.00777277,Bovine Respiratory Disease Complex
Cow,Guernsey,5,Male,610,Nasal Discharge,Coughing,Labored Breathing,Fever,3 days,Yes,No,Yes,No,No,Yes,No,No,Yes,39.9°C,81.97983953,Bovine Influenza
Horse,Mustang,12,Male,550,Lameness,Appetite Loss,Swollen Legs,Fever,5 days,No,Yes,Yes,No,Yes,No,Yes,No,Yes,39.6°C,79.99551414,Equine Laminitis
Cow,Limousin,6,Male,650,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.5°C,79.99840202,Bovine Respiratory Disease Complex
Cow,Jersey,5,Male,560,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.1°C,79.01295292,Bovine Tuberculosis
Cow,Holstein,4,Female,580,Appetite Loss,Diarrhea,Lethargy,Decreased Milk Yield,7 days,Yes,No,Yes,No,No,No,No,No,No,39.4°C,82.00143529,Johne's Disease
Dog,Rottweiler,5,Female,40,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,39.3°C,122.0184129,Canine Distemper
Cat,Abyssinian,4,Male,4,Eye Discharge,Lethargy,Nasal Discharge,Sneezing,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,38.8°C,140.0085442,Feline Calicivirus
Cow,Jersey,4,Female,580,Lethargy,Decreased Milk Yield,Fever,No,8 days,Yes,No,No,No,No,No,No,No,No,39.6°C,70.00376572,Mastitis
Goat,Toggenburg,7,Female,65,Diarrhea,Dehydration,Lethargy,Appetite Loss,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,No,39.3°C,80.00627308,Coccidiosis
Horse,Thoroughbred,6,Female,650,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,39.3°C,84.00079651,Equine Influenza Virus
Cat,Persian,5,Male,4,Lethargy,Appetite Loss,Skin Lesions,No,2 weeks,Yes,No,No,No,No,No,Yes,No,No,38.7°C,160.0060538,Fungal Infection
Pig,Duroc,4,Female,105,Coughing,Loss of Appetite,Nasal Discharge,Lethargy,3 days,Yes,No,Yes,No,Yes,No,Yes,No,Yes,39.5°C,83.00582983,Porcine Respiratory Disease Complex
Dog,Bulldog,3,Female,25,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.2°C,124.9762965,Canine Leptospirosis
Cow,Ayrshire,3,Female,700,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,39.4°C,90.00276358,Bovine Respiratory Disease
Horse,Clydesdale,7,Male,700,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.6°C,85.00300633,Equine Encephalitis
Rabbit,Dutch,3,Male,2,Sneezing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,149.9942089,Rabbit Hemorrhagic Disease
Pig,Landrace,4,Male,130,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.6°C,100.0081983,Swine Flu
Dog,Bulldog,5,Female,18,Lethargy,Coughing,Loss of Appetite,Fever,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.3°C,114.9965584,Kennel Cough
Cow,Hereford,5,Male,650,Fever,Lethargy,Decreased Milk Yield,Appetite Loss,5 days,Yes,No,No,No,No,No,No,No,No,39.7°C,80.0000992,Bovine Respiratory Disease
Sheep,Cheviot,4,Male,85,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,39.3°C,95.00603355,Blue Tongue Virus
Dog,Golden Retriever,4,Female,28,Lethargy,Vomiting,Diarrhea,Loss of Appetite,5 days,Yes,No,Yes,Yes,No,Yes,No,No,No,39.2°C,130.009871,Parvovirus
Horse,Arabian,7,Female,550,Lameness,Swollen Legs,Loss of Appetite,Fever,7 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,39.7°C,100.0025561,Equine Infectious Anemia
Cat,Scottish Fold,4,Male,5,Coughing,Loss of Appetite,Fever,Lethargy,5 days,Yes,No,Yes,No,No,Yes,No,Yes,Yes,38.8°C,147.0143509,Feline Chlamydia
Cat,Sphynx,5,Female,3,Vomiting,Appetite Loss,Diarrhea,Weight Loss,6 days,Yes,Yes,No,No,Yes,No,Yes,No,No,38.7°C,142.9999338,Gastroenteritis
Cow,Angus,5,Female,650,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,39.3°C,74.99238706,Bovine Tuberculosis
Rabbit,Holland Lop,1,Male,1,Sneezing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,38.9°C,153.005314,Rabbit Syphilis
Horse,Clydesdale,7,Female,850,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,39.2°C,81.99896591,Equine Herpesvirus
Horse,Clydesdale,15,Male,600,Appetite Loss,Lethargy,Labored Breathing,Coughing,10 days,No,No,Yes,Yes,No,No,Yes,Yes,No,39.8°C,69.99225716,Equine Pneumonia
Dog,Akita,6,Male,35,Lethargy,Loss of Appetite,Fever,Vomiting,6 days,Yes,No,Yes,No,Yes,Yes,No,No,Yes,39.5°C,130.0011261,Canine Hepatitis
Horse,Percheron,5,Male,680,Lameness,Swollen Legs,Loss of Appetite,Fever,5 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.4°C,105.0152901,Equine Laminitis
Cow,Simmental,4,Male,650,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,39.3°C,78.00037482,Bovine Respiratory Syncytial Virus
Goat,Toggenburg,2,Female,70,Vomiting,Diarrhea,Lethargy,Fever,4 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,39.4°C,90.00587145,Caprine Arthritis Encephalitis
Rabbit,Holland Lop,1,Male,1,Sneezing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,38.9°C,153.0042049,Rabbit Syphilis
Horse,Standardbred,6,Male,650,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.4°C,79.97788565,Equine Influenza
Horse,Shetland Pony,11,Male,300,Lameness,Swollen Joints,Appetite Loss,Weight Loss,7 days,Yes,Yes,No,Yes,No,Yes,No,Yes,No,39.6°C,79.99329365,Equine Osteoarthritis
Cat,Persian,5,Male,5,Eye Discharge,Nasal Discharge,Sneezing,Lethargy,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,38.9°C,147.9909755,Feline Herpesvirus
Dog,Chihuahua,1,Male,3,Vomiting,Diarrhea,Lethargy,Fever,3 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,135.0162448,Parvovirus
Dog,Beagle,2,Female,9,Fever,Vomiting,Lethargy,Skin Lesions,3 days,Yes,Yes,No,No,No,Yes,Yes,No,No,39.2°C,132.0058359,Canine Distemper
Cat,Bengal,1,Male,4,Vomiting,Diarrhea,Lethargy,Appetite Loss,3 days,Yes,Yes,Yes,No,No,No,No,No,No,38.8°C,140.0011338,Panleukopenia
Goat,Alpine,5,Male,72,Vomiting,Diarrhea,Fever,Loss of Appetite,6 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.0°C,80.99225066,Caprine Arthritis Encephalitis
Cat,Siamese,3,Female,7,Coughing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39.0°C,140.0136211,Feline Infectious Peritonitis
Rabbit,English Spot,2,Female,1,Sneezing,Nasal Discharge,Loss of Appetite,Fever,3 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,38.8°C,154.9975018,Rabbit Syphilis
Rabbit,Dutch,2,Male,2,Sneezing,Nasal Discharge,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,No,Yes,No,No,Yes,39.0°C,149.9827234,Rabbit Viral Hemorrhagic Disease
Horse,Percheron,12,Male,600,Swollen Joints,Lameness,Appetite Loss,Weight Loss,5 days,No,No,No,Yes,Yes,No,No,Yes,No,39.9°C,72.01234968,Equine Infectious Anemia
Sheep,Cheviot,3,Female,75,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.3°C,77.01115567,Foot-and-Mouth Disease
Dog,Dachshund,7,Female,8,Vomiting,Diarrhea,Weight Loss,Appetite Loss,3 days,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,39.2°C,119.9875299,Gastroenteritis
Dog,Pit Bull,4,Female,35,Lethargy,Vomiting,Loss of Appetite,Coughing,3 days,Yes,Yes,No,Yes,No,Yes,No,No,No,39.0°C,125.0093956,Leptospirosis
Cow,Angus,6,Male,600,Coughing,Nasal Discharge,Labored Breathing,Fever,7 days,No,No,No,Yes,Yes,No,No,No,No,39.9°C,81.99443484,Bovine Respiratory Disease
Dog,Chihuahua,3,Male,2,Sneezing,Eye Discharge,Labored Breathing,Lethargy,5 days,Yes,No,No,Yes,No,No,Yes,No,Yes,39.5°C,131.013135,Allergic Rhinitis
Cat,Scottish Fold,4,Male,4,Nasal Discharge,Eye Discharge,Sneezing,Lethargy,3 days,Yes,No,Yes,No,No,Yes,No,Yes,Yes,38.7°C,143.0062808,Feline Rhinotracheitis
Sheep,Cheviot,3,Female,75,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.3°C,76.983518,Foot-and-Mouth Disease
Horse,Quarter Horse,9,Female,480,Coughing,Nasal Discharge,Fever,Labored Breathing,6 days,Yes,No,No,Yes,Yes,No,No,No,No,39.9°C,85.01778176,Equine Rhinopneumonitis
Goat,Boer,5,Female,68,Diarrhea,Dehydration,Lethargy,Loss of Appetite,6 days,Yes,No,Yes,No,No,Yes,No,No,Yes,39.3°C,81.98856929,Coccidiosis
Horse,Arabian,10,Female,450,Lameness,Fever,Swollen Joints,Lethargy,8 days,No,No,No,Yes,Yes,No,No,No,No,39.4°C,75.00605493,Equine Arthritis
Goat,Boer,7,Female,120,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.5°C,90.00265019,Foot-and-Mouth Disease
Pig,Large White,5,Female,130,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.0°C,89.98995728,Swine Flu
Sheep,Texel,5,Male,110,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,39.4°C,69.99803523,Scrapie
Cow,Jersey,6,Male,570,Coughing,Nasal Discharge,Labored Breathing,Fever,5 days,Yes,No,Yes,No,Yes,No,No,Yes,Yes,39.4°C,81.00083412,Bovine Tuberculosis
Pig,Pietrain,3,Female,135,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.4°C,94.99059636,African Swine Fever
Rabbit,Holland Lop,1,Male,1,Sneezing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,38.9°C,153.0109898,Rabbit Syphilis
Pig,Tamworth,3,Male,100,Coughing,Lethargy,Nasal Discharge,Loss of Appetite,4 days,Yes,Yes,No,Yes,Yes,No,Yes,No,No,39.6°C,85.00562036,Porcine Epidemic Diarrhea
Goat,Angora,6,Female,60,Vomiting,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,39.6°C,82.98122133,Caprine Pleuropneumonia
Pig,Large White,6,Female,130,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.4°C,94.97861099,Swine Fever
Pig,Berkshire,5,Male,140,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.5°C,99.97373149,African Swine Fever
Rabbit,Dutch,3,Male,2,Sneezing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,149.9852533,Rabbit Hemorrhagic Disease
Cow,Hereford,7,Female,590,Diarrhea,Dehydration,Lethargy,Appetite Loss,6 days,Yes,Yes,No,No,Yes,No,No,Yes,No,39.3°C,83.99309869,Bovine Johne's Disease
Goat,Alpine,4,Male,72,Fever,Lethargy,Weight Loss,Loss of Appetite,7 days,No,Yes,No,No,Yes,Yes,No,No,Yes,39.7°C,82.99154409,Caprine Arthritis Encephalitis
Goat,Kiko,5,Male,72,Vomiting,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.5°C,79.98953156,Caprine Pleuropneumonia
Rabbit,Himalayan,2,Female,1,Sneezing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,38.8°C,150.003626,Rabbit Calicivirus
Horse,Clydesdale,7,Male,700,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.6°C,85.01597771,Equine Encephalitis
Pig,Large White,6,Female,115,Coughing,Nasal Discharge,Loss of Appetite,Lethargy,7 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.7°C,83.00740541,Swine Influenza
Goat,Alpine,3,Male,75,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,39.5°C,99.99309579,Caprine Viral Arthritis
Rabbit,Himalayan,3,Male,2,Sneezing,Eye Discharge,Nasal Discharge,Lethargy,2 days,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,38.4°C,160.0055761,Respiratory Infection
Dog,Poodle,3,Female,28,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,120.0153947,Kennel Cough
Cow,Charolais,5,Female,620,Lethargy,Coughing,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,39.6°C,81.01951268,Bovine Tuberculosis
Goat,Angora,6,Female,60,Vomiting,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,39.6°C,83.00500714,Caprine Pleuropneumonia
Cat,Siberian,5,Male,11,Coughing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.2°C,139.9996456,Feline Leukemia Virus
Pig,Hampshire,3,Female,105,Coughing,Loss of Appetite,Lethargy,Nasal Discharge,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.2°C,85.99807536,Porcine Respiratory Disease Complex
Horse,Mustang,12,Male,550,Lameness,Appetite Loss,Swollen Legs,Fever,5 days,No,Yes,Yes,No,Yes,No,Yes,No,Yes,39.6°C,79.99337563,Equine Laminitis
Cow,Simmental,8,Male,580,Appetite Loss,Weight Loss,Fever,Lethargy,6 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.3°C,79.99415259,Bovine Johne's Disease
Cat,Burmese,4,Female,8,Coughing,Loss of Appetite,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.0°C,139.9948033,Feline Chlamydiosis
Rabbit,Himalayan,2,Male,2,Sneezing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,39.2°C,130.0045431,Rabbit Hemorrhagic Disease
Goat,Alpine,5,Male,72,Vomiting,Diarrhea,Fever,Loss of Appetite,6 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.0°C,81.01413084,Caprine Arthritis Encephalitis
Dog,Akita,6,Male,35,Lethargy,Loss of Appetite,Fever,Vomiting,6 days,Yes,No,Yes,No,Yes,Yes,No,No,Yes,39.5°C,129.9952984,Canine Hepatitis
Goat,Kiko,5,Male,72,Vomiting,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.5°C,80.01048348,Caprine Pleuropneumonia
Horse,Arabian,6,Female,500,Lameness,Loss of Appetite,Swollen Legs,Coughing,6 days,No,Yes,Yes,Yes,No,No,Yes,Yes,No,39.4°C,79.00315389,Equine West Nile Virus
Cow,Angus,8,Male,580,Coughing,Labored Breathing,Lethargy,Nasal Discharge,5 days,Yes,No,No,Yes,No,Yes,No,No,Yes,40.0°C,82.98917117,Bovine Respiratory Disease
Dog,Poodle,3,Female,28,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,120.0183319,Kennel Cough
Horse,Clydesdale,15,Male,600,Appetite Loss,Lethargy,Labored Breathing,Coughing,10 days,No,No,Yes,Yes,No,No,Yes,Yes,No,39.8°C,69.99451132,Equine Pneumonia
Sheep,Blackface,4,Male,95,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,39.3°C,76.99030447,Blue Tongue Disease
Sheep,Rambouillet,5,Female,90,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,39.3°C,78.01572026,Scrapie
Dog,Beagle,2,Male,10,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.4°C,120.0035127,Canine Leptospirosis
Cat,Persian,4,Female,7,Coughing,Loss of Appetite,Nasal Discharge,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,39.0°C,129.9766954,Feline Asthma
Cow,Angus,8,Male,580,Coughing,Labored Breathing,Lethargy,Nasal Discharge,5 days,Yes,No,No,Yes,No,Yes,No,No,Yes,40.0°C,82.99265978,Bovine Respiratory Disease
Cat,Abyssinian,4,Male,4,Eye Discharge,Lethargy,Nasal Discharge,Sneezing,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,38.8°C,139.9940175,Feline Calicivirus
Cow,Angus,8,Male,580,Coughing,Labored Breathing,Lethargy,Nasal Discharge,5 days,Yes,No,No,Yes,No,Yes,No,No,Yes,40.0°C,83.00069772,Bovine Respiratory Disease
Cat,Siberian,2,Male,5,Coughing,Sneezing,Nasal Discharge,Eye Discharge,4 days,Yes,No,Yes,No,No,Yes,No,Yes,No,38.6°C,143.9921788,Feline Calicivirus
Rabbit,English Spot,2,Female,1,Sneezing,Nasal Discharge,Loss of Appetite,Fever,3 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,38.8°C,155.0067306,Rabbit Syphilis
Cow,Angus,8,Male,580,Coughing,Labored Breathing,Lethargy,Nasal Discharge,5 days,Yes,No,No,Yes,No,Yes,No,No,Yes,40.0°C,82.98558738,Bovine Respiratory Disease
Cat,Siamese,2,Female,4,Coughing,Sneezing,Eye Discharge,Nasal Discharge,1 week,No,No,No,Yes,No,No,No,Yes,Yes,38.9°C,150.0055446,Upper Respiratory Infection
Sheep,Cheviot,5,Male,85,Weight Loss,Reduced Wool Production,Lethargy,Loss of Appetite,7 days,Yes,Yes,No,No,Yes,No,No,No,Yes,39.2°C,78.99113199,Foot-and-Mouth Disease
Cat,Scottish Fold,5,Female,5,Nasal Discharge,Coughing,Loss of Appetite,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,38.9°C,150.0152991,Feline Infectious Peritonitis
Dog,Husky,9,Male,25,Lethargy,Vomiting,Diarrhea,Loss of Appetite,4 days,Yes,Yes,No,Yes,Yes,No,No,No,No,39.1°C,123.9850245,Canine Parvovirus
Horse,Quarter Horse,7,Male,550,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.4°C,110.0019006,Equine Infectious Anemia
Sheep,Karakul,5,Male,80,Swollen Joints,Coughing,Loss of Appetite,Lethargy,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,39.4°C,74.99682917,Scrapie
Goat,Angora,6,Female,60,Vomiting,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,39.6°C,83.02126716,Caprine Pleuropneumonia
Pig,Large White,6,Female,130,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.4°C,94.9931854,Swine Fever
Horse,Arabian,6,Female,650,Lameness,Swollen Legs,Loss of Appetite,Fever,5 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,39.5°C,109.9975814,Equine Metabolic Syndrome
Cat,Maine Coon,5,Male,5,Nasal Discharge,Eye Discharge,Sneezing,Lethargy,3 days,Yes,Yes,No,Yes,No,No,No,Yes,No,38.8°C,140.0086082,Feline Respiratory Disease Complex
Sheep,Cheviot,5,Male,85,Weight Loss,Reduced Wool Production,Lethargy,Loss of Appetite,7 days,Yes,Yes,No,No,Yes,No,No,No,Yes,39.2°C,79.0043601,Foot-and-Mouth Disease
Cow,Brahman,7,Female,620,Fever,Coughing,Lethargy,Decreased Milk Yield,5 days,Yes,No,Yes,Yes,No,Yes,No,No,No,39.6°C,81.00674065,Mastitis
Horse,Mustang,12,Male,550,Lameness,Appetite Loss,Swollen Legs,Fever,5 days,No,Yes,Yes,No,Yes,No,Yes,No,Yes,39.6°C,80.01972505,Equine Laminitis
Pig,Duroc,4,Female,105,Coughing,Loss of Appetite,Nasal Discharge,Lethargy,3 days,Yes,No,Yes,No,Yes,No,Yes,No,Yes,39.5°C,82.99755201,Porcine Respiratory Disease Complex
Goat,Alpine,5,Male,72,Vomiting,Diarrhea,Fever,Loss of Appetite,6 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.0°C,81.00556824,Caprine Arthritis Encephalitis
Pig,Large White,6,Female,115,Coughing,Nasal Discharge,Loss of Appetite,Lethargy,7 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.7°C,83.00467038,Swine Influenza
Sheep,Southdown,6,Male,130,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.3°C,79.98999323,Foot-and-Mouth Disease
Dog,German Shepherd,4,Male,32,Lethargy,Vomiting,Loss of Appetite,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.1°C,130.0185238,Canine Hepatitis
Goat,Kiko,4,Female,90,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,39.6°C,85.00050186,Caprine Arthritis Encephalitis
Rabbit,Himalayan,2,Male,1,Sneezing,Loss of Appetite,Fever,Nasal Discharge,4 days,Yes,Yes,No,Yes,No,No,Yes,No,Yes,38.8°C,153.9824006,Rabbit Hemorrhagic Disease
Cat,Maine Coon,3,Male,7,Lethargy,Vomiting,Loss of Appetite,Diarrhea,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,39.1°C,147.9865046,Feline Infectious Peritonitis
Sheep,Dorper,6,Male,65,Coughing,Labored Breathing,Nasal Discharge,Appetite Loss,4 days,No,No,Yes,Yes,No,Yes,Yes,No,Yes,39.9°C,79.99519525,Pasteurellosis
Dog,Boxer,3,Female,30,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.3°C,120.0023069,Canine Infectious Hepatitis
Dog,Bulldog,3,Female,25,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.2°C,125.0130414,Canine Leptospirosis
Rabbit,Himalayan,3,Male,2,Sneezing,Nasal Discharge,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.0°C,139.9909889,Rabbit Viral Hemorrhagic Disease
Cat,Abyssinian,5,Male,4,Coughing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.0°C,139.9933977,Feline Respiratory Disease Complex
Pig,Large White,3,Female,120,Coughing,Loss of Appetite,Lethargy,Fever,4 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,39.1°C,94.99156078,Swine Influenza
Horse,Clydesdale,6,Male,700,Lameness,Swollen Legs,Loss of Appetite,Fever,7 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,39.6°C,115.0028158,Equine Herpesvirus
Horse,Morgan,11,Female,530,Weight Loss,Swollen Joints,Reduced Appetite,Fever,8 days,No,Yes,Yes,No,Yes,No,No,Yes,No,39.7°C,73.9893648,Equine Encephalitis
Pig,Large White,6,Female,115,Coughing,Nasal Discharge,Loss of Appetite,Lethargy,7 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.7°C,82.98440721,Swine Influenza
Goat,Boer,5,Male,85,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,39.6°C,94.9928661,Goat Pox
Cat,Maine Coon,5,Male,8,Coughing,Loss of Appetite,Lethargy,Fever,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.1°C,144.9777629,Feline Upper Respiratory Infection
Cow,Holstein,7,Female,650,Coughing,Nasal Discharge,Appetite Loss,Fever,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.4°C,79.00381623,Bovine Tuberculosis
Cat,British Shorthair,7,Female,4,Nasal Discharge,Eye Discharge,Sneezing,Lethargy,4 days,Yes,No,No,Yes,No,Yes,Yes,No,No,38.6°C,141.996216,Upper Respiratory Infection
Horse,Welsh Pony,5,Female,400,Lameness,Loss of Appetite,Swollen Legs,Fever,4 days,No,Yes,Yes,No,Yes,No,Yes,Yes,No,39.4°C,77.97711808,Equine Influenza
Goat,Nubian,3,Female,70,Diarrhea,Dehydration,Lethargy,Appetite Loss,5 days,Yes,Yes,No,No,No,Yes,No,Yes,Yes,39.4°C,81.0166287,Giardiasis
Rabbit,English Spot,2,Female,1,Sneezing,Nasal Discharge,Loss of Appetite,Fever,3 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,38.8°C,155.0151366,Rabbit Syphilis
Dog,Beagle,4,Male,20,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,39.2°C,129.9981156,Canine Distemper
Dog,Shih Tzu,4,Male,8,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,39.2°C,115.0022886,Parvovirus
